website;performance;accessibility;seo;best-practices
cheeseandwinecafe.com;0.99;0.9;0.82;1
moviexk.biz;0.88;0.72;0.92;0.6
zamplia.com;0.53;0.98;0.73;0.87
paranormalis.com;0.82;0.88;0.92;0.8
vmlyrcommerce.com;0.87;0.97;0.92;0.8
fusioncharts.com;0.98;0.79;0.91;0.87
cubebrush.co;0.55;0.83;0.92;0.73
dikaio.com;1;1;1;1
izhmash.kalashnikovgroup.ru;0.83;0.78;0.82;0.73
techrbun.com;0.97;0.97;0.83;0.87
sportico.com;0.88;0.88;0.92;0.67
waterfront.com;0.83;0.99;1;1
nannybag.com;0.85;0.88;1;1
riksjatravel.nl;0.75;0.9;0.92;0.87
maxutils.com;1;0.95;1;1
dobrzemieszkaj.pl;0.91;0.62;0.83;0.73
staplesadvantage.nl;0.62;0.88;0.92;0.73
yourroom.ru;0.6;0.83;0.83;0.73
freemoviescinema.com;0.69;0.82;0.91;0.8
tsaooq.com;0.71;0.88;1;0.87
rocketprices.com;0.79;0.46;0.73;0.73
tello.com;0.9;0.96;1;0.87
homeschoolhideout.com;0.72;0.85;0.83;0.94
prajasakti.com;0.52;0.95;0.92;0.73
rs2.de;0.49;0.72;0.82;0.93
blast.hk;0.63;0.82;1;0.8
youporn.beer;0.9;0.89;0.83;0.8
emailsanta.com;0.88;0.98;0.83;1
sustainmycrafthabit.com;0.92;0.95;0.92;1
online-orakels.nl;0.91;0.89;1;0.93
giessener-allgemeine.de;0.98;0.99;0.92;0.88
qrcodescan.in;0.95;0.82;0.91;0.93
capemaymac.org;0.61;0.8;0.67;0.8
leonidasesteban.com;0.92;0.93;1;0.93
tinyliving.com;0.67;0.95;1;0.93
peterhahn.de;0.97;0.93;0.92;0.93
helen-marlen.com;0.89;0.47;0.92;0.73
tchop.io;0.73;0.92;0.92;0.73
slots.lv;0.55;0.67;0.83;0.93
crhoy.com;0.78;0.65;0.83;0.6
dailymail.co.uk;0.57;0.76;0.75;0.53
pricebaba.com;0.66;0.65;0.58;0.67
buybettersocial.com;0.87;0.86;0.83;0.93
buscocasita.com;0.91;0.71;0.91;0.8
harttools.com;0.53;0.73;0.75;0.87
medongroup-spb.ru;0.58;0.85;0.91;0.6
franceguyane.fr;0.87;0.71;0.82;0.67
lexilogia.gr;0.99;0.98;1;1
monenfant.fr;0.42;0.98;0.92;0.87
kinohod.ru;0.28;0.72;0.83;0.73
saatlux.com;0.81;0.71;0.83;0.8
nulledfire.com;0.98;0.89;1;0.87
rgweek.com;0.66;0.7;0.83;0.73
buckget.com;0.94;0.61;0.92;0.8
accfarm.com;0.96;0.94;0.92;0.67
edgeofplay.com;0.68;0.93;0.91;0.87
vn.at;0.67;0.98;1;0.8
artaelectric.ir;0.83;0.89;1;0.8
xconomy.com;0.88;0.85;0.92;0.67
writingpapersucks.com;1;0.93;1;1
xnxx-pornos.com;1;1;1;0.93
hura.news;0.56;0.74;0.92;1
convert2mp3.club;0.83;0.95;0.75;0.87
dbazi.com;0.9;0.61;0.83;0.67
knltb.nl;0.83;0.98;1;0.67
entekhab.ir;0.73;0.74;0.82;0.8
livechat.com;0.94;0.91;0.92;0.8
yiv.com;0.85;0.71;0.91;0.73
nogettingoffthistrain.com;0.91;0.86;0.75;0.8
fuzoku-job109.com;0.47;0.53;0.92;0.87
sanjeevnitoday.com;0.92;0.73;0.67;0.67
zestradar.com;0.79;0.74;0.58;0.73
man-top.ru;0.74;0.86;0.92;0.8
freedommag.org;0.79;0.72;0.82;0.8
morphmarket.com;0.61;0.88;0.82;0.73
stockmaster.in;0.62;0.85;0.92;0.73
laihua.com;0.44;0.8;0.9;0.73
voiceofoc.org;0.87;0.83;0.92;1
kto.bet;0.93;0.86;0.92;0.93
azadea.com;0.78;0.78;0.92;0.87
avazac.com;0.95;0.64;0.92;0.8
newsin.co.in;0.8;0.94;0.83;0.8
btohq.com;0.6;0.81;0.82;0.87
schulferien.org;0.88;0.79;0.91;1
acponline.org;0.8;0.78;0.92;0.73
chrono24.com;0.99;0.89;0.92;0.93
whattheforkfoodblog.com;1;0.98;0.92;1
platiuslugi.ru;0.71;0.76;0.91;0.73
allfreecrochetafghanpatterns.com;0.22;0.78;0.83;0.53
meteocity.com;0.68;0.82;0.92;0.73
designtrends.com;0.99;0.95;1;0.93
carcassonne.org;0.61;0.92;0.75;0.87
doodad.dev;1;0.77;0.9;1
smartadminmanager.com;0.56;0.72;0.91;0.73
jennyfer.com;0.24;0.79;0.83;0.67
rethink.org;0.92;0.83;1;0.87
warrenjames.co.uk;0.99;0.95;1;1
beauty-shop.ru;0.48;0.86;0.92;0.73
mrsdaakustudio.com;0.94;0.94;0.92;0.93
tagblatt.ch;0.64;0.83;0.92;0.8
klv-oboi.ru;0.49;0.74;0.83;0.8
zaimmagaz.ru;0.99;0.53;0.7;0.93
exafm.com;0.56;0.84;0.83;0.8
bugaboo.com;0.99;0.68;0.92;0.8
palcomp3.com.br;0.83;0.95;1;0.87
comfama.com;0.67;0.97;1;0.87
stuff.co.nz;0.41;0.79;0.92;0.87
nakamanmusic.ir;0.98;0.81;0.92;0.67
gourmandelle.com;0.82;0.94;0.92;1
wikirock.net;0.6;0.52;0.83;0.6
hivelife.com;0.96;0.73;0.92;0.87
flightbookings.airraro.com;0.62;0.76;0.91;0.93
tictactec.ir;0.79;0.83;1;0.87
oursweb.net;0.59;0.94;0.9;0.93
lider.media;0.92;0.92;1;0.8
smartwebby.com;0.9;0.84;0.92;0.93
surfaceforums.net;0.86;0.81;1;0.87
forex4you.ru.com;0.92;0.98;0.92;0.73
talkbasket.net;0.71;0.92;1;0.67
pdkjateng.go.id;0.51;0.9;1;0.8
es-mexico.com;0.8;0.89;0.92;0.93
sparanoid.com;1;1;1;0.93
registronacional.com;0.82;0.89;1;0.87
singlehearts.org;0.9;0.83;0.92;0.6
jawapos.com;0.46;0.85;1;0.73
netflights.com;0.88;0.63;0.75;0.8
wocial.net;0.71;0.93;0.91;0.93
notific.io;0.94;0.92;1;0.87
kalliope.org;0.99;1;1;1
privateequityinternational.com;0.62;0.76;0.83;0.73
livemint.com;0.91;0.88;1;0.8
tarafdari.com;0.79;0.7;0.92;0.73
solutelabs.com;0.91;0.92;0.92;0.93
kirov.online;0.68;0.72;0.92;0.73
kingdomofcuteness.com;0.88;0.7;0.83;0.8
truyenfull.com;0.73;0.96;1;0.87
bestebank.org;0.91;0.87;0.91;1
finchoice.mobi;0.99;0.85;0.91;0.8
sportfishingbc.com;0.88;0.98;1;0.8
beliefnet.com;0.89;0.74;0.75;0.56
i9sports.com;0.5;0.97;0.92;0.8
easynotic.com;0.57;0.72;0.92;0.67
sport24.ru;0.89;0.67;0.92;0.93
nigeriaproperty.com.ng;0.88;0.98;0.91;1
daneshjookit.com;0.58;0.65;0.91;0.87
onmovie.pro;0.85;0.76;0.83;0.73
beliani.de;0.67;0.67;0.82;0.8
riverbellecasino.com;0.91;0.71;0.83;0.87
rockol.it;0.66;0.85;1;0.8
firebase.google.com;0.95;0.92;0.92;0.8
yjc.news;0.67;0.82;0.82;0.67
gazetaprawna.pl;0.67;0.79;1;0.8
buypower.ng;0.63;0.93;1;0.8
sensation.com;0.84;0.78;0.89;0.67
rule.school;0.99;0.77;0.91;0.73
money2020.com;0.96;0.95;1;0.87
dobell.co.uk;0.8;0.87;1;0.87
rookieparenting.com;1;0.97;0.92;1
soveryblessed.com;0.97;0.82;0.83;0.93
todayscreativeideas.com;0.88;0.98;0.92;1
naked-science.ru;0.43;0.56;0.83;0.73
jagranjosh.com;0.84;0.59;0.83;0.8
blockletegames.com;0.45;0.94;0.82;0.87
sauerlandkurier.de;0.98;0.94;0.92;0.88
berries.com;0.61;0.81;0.92;0.8
streetmarket.ru;0.96;0.78;0.82;0.87
coinstats.app;0.84;0.94;1;0.87
pushwoosh.com;0.78;0.74;0.82;0.8
my-diary.org;1;0.84;1;0.93
travelpakistani.com;0.5;0.74;0.82;0.93
neonet.pl;0.66;0.82;1;0.87
ezalenyeg.hu;0.69;0.77;0.91;0.8
dxsale.app;0.77;0.78;0.82;0.93
streetlib.com;0.59;0.89;0.92;1
bazoocam.org;0.99;0.84;1;0.8
flyafricaworld.ezyflight.se;0.69;0.78;0.91;1
all-routes.ru;0.97;0.89;1;0.93
stylishop.com;0.6;0.59;0.82;0.87
a9vg.com;0.63;0.83;0.82;0.67
patoghonline.com;1;0.58;0.83;0.67
220vk.com;0.97;0.66;0.83;0.87
longueuil.quebec;0.69;0.83;0.91;0.93
inglisi.com;0.12;0.83;0.92;0.8
soltyk.ru;0.92;1;1;1
charitystars.com;0.61;0.87;0.83;0.73
rezume.info;0.92;0.94;1;0.93
iranbosch.ir;0.76;0.77;0.83;0.6
rahbordemoaser.ir;0.67;0.69;0.82;0.8
nutrend.cz;0.59;0.81;0.92;0.87
remate.ph;0.35;0.79;0.67;0.73
hamyarkhas.ir;0.66;0.85;0.83;0.8
okvid.download;0.97;0.84;0.91;0.73
rue89bordeaux.com;0.5;0.88;1;0.87
herox.com;0.97;0.92;1;0.8
mydnet.net;0.7;0.94;0.91;0.8
dayonline.ru;0.53;0.81;0.91;0.73
monsterone.com;0.93;0.91;0.83;0.73
app.directly.com;0.76;0.84;0.8;0.93
thingstoshareandremember.com;0.92;0.94;0.92;0.93
user.com;0.67;0.79;0.92;0.8
onthegomap.com;0.52;0.9;1;0.93
adelaidefringe.com.au;0.49;0.91;1;0.93
boonzero.com;0.39;0.68;0.83;0.8
atlasformen.ru;0.87;0.81;0.73;0.73
dealerbuilt.com;0.9;0.96;0.92;0.87
hypervsn.com;0.66;0.91;0.83;0.73
ferra.ru;0.58;0.95;0.92;0.73
lockthedeal.com;0.49;0.64;0.75;0.67
ayocer.com;0.82;0.97;1;0.93
uenp.edu.br;0.45;0.96;1;0.8
2x2tv.ru;0.72;0.84;0.91;0.87
adultclassifiedscanada.ca;0.84;0.8;0.82;0.73
guildsofwow.com;0.99;0.82;0.82;1
gameshopangola.com;0.69;0.75;0.73;0.73
rojashop.com;0.8;0.66;0.83;0.73
lockdownbookz.com;1;0.84;0.91;1
radio3da.com;0.99;0.86;1;0.87
runningtothekitchen.com;0.93;0.98;0.92;1
playtubevideo.com;0.1;0.71;0.55;0.87
thesanctuarythailand.com;0.82;0.86;0.83;0.73
kaskavilla.com;0.87;0.78;0.83;0.53
dotlogics.com;0.64;0.89;1;0.87
erikalust.com;0.79;0.84;0.92;0.93
gercekgundem.com;0.93;0.8;1;0.93
i24news.tv;0.94;0.97;1;0.93
defenseromania.ro;0.94;0.88;0.92;0.8
anatta.io;0.86;0.78;0.9;1
jayssweetnsourlife.com;0.87;0.93;0.92;0.93
dojoverse.com;0.51;0.67;0.58;0.73
nationalfunding.com;0.81;0.94;0.82;0.93
mazdas247.com;0.66;0.98;1;0.87
homestead-acres.com;0.99;0.96;1;1
ultimatereef.net;0.99;0.98;1;0.93
zumarestaurant.com;0.96;1;1;0.87
bullionstar.com;0.87;0.84;0.75;0.73
stlmotherhood.com;0.94;0.95;0.92;1
tralala.gr;0.38;0.68;0.83;0.6
nadzor-info.ru;0.96;1;0.91;0.8
undersunfitness.com;0.64;0.93;0.92;0.67
voyeurhit.com;0.81;0.79;0.75;0.87
madebymike.com.au;1;1;1;1
muteyaar.com;0.58;0.94;0.92;0.8
remedium.bg;0.93;0.97;1;1
achievable.me;0.85;0.83;0.91;0.87
123milhas.com;0.8;0.73;1;0.6
noorplay.com;0.57;0.95;1;0.73
enxf.net;0.94;0.88;1;1
allaboutjesuschrist.org;0.98;0.96;0.83;0.93
sermons4kids.com;0.7;0.86;0.91;0.67
indianagunowners.com;0.56;0.95;0.91;0.8
dailyurdupoetry.com;0.85;0.95;0.92;0.93
kafasozluk.com;0.96;0.79;0.92;0.93
sofiaxt.com;0.61;0.77;0.82;0.6
leapoffaithcrafting.com;0.95;0.97;0.75;0.93
getsurrey.co.uk;0.7;0.94;0.91;0.73
anokey.com;0.75;0.86;0.92;0.87
factrepublic.com;0.93;0.81;0.92;0.73
politiko.al;0.91;0.67;0.7;0.8
hd-sexfilme.com;1;0.98;1;1
thegorbalsla.com;0.93;0.86;1;0.8
daihatsu.co.id;0.36;0.8;0.92;0.8
chechilas.com;0.75;0.54;0.83;0.93
witt-weiden.de;0.79;0.64;1;0.93
obi.de;0.23;0.72;0.75;0.8
latestbettingsites.co.uk;1;0.93;1;0.93
jagatreview.com;0.59;0.9;0.92;0.8
energynews.us;0.98;0.88;1;1
taketwotapas.com;0.93;0.95;1;0.93
alu.populiweb.com;0.96;0.91;0.73;0.87
piggybee.com;0.96;0.8;0.82;0.6
shadeandsound.com;0.84;0.95;1;0.93
chicco.com.ua;0.66;0.63;0.82;0.67
digitalmomblog.com;1;0.97;1;0.93
lupf.cn;0.54;0.75;0.92;0.87
pschool.in;0.96;0.72;0.91;0.93
novelship.com;0.27;0.97;1;0.93
pinterest.com;0.77;1;1;0.93
remnote.io;0.33;0.54;0.64;0.87
chronext.com;0.67;0.7;0.83;0.87
naturabuy.fr;0.97;0.69;0.82;0.87
sattabadshah.com;0.92;0.92;0.82;1
ticati.com;0.92;0.85;0.73;0.8
ero-top.info;0.85;0.77;0.92;0.8
parmatik.com;0.87;0.89;0.92;0.87
xtremepape.rs;0.97;0.88;1;0.8
sundaymore.com;0.72;0.73;0.75;0.6
zanado.com;0.49;0.81;0.92;0.6
comicsands.com;0.82;0.71;0.73;0.67
flyingwithababy.com;0.99;0.94;0.92;1
berrycast.com;0.3;0.82;0.91;0.87
social9.com;0.82;0.75;0.82;0.93
yuksekovahaber.com.tr;0.8;0.8;1;0.8
perrysplate.com;0.91;0.95;0.92;1
meteoprog.ua;0.95;0.79;0.92;0.67
supremegolf.com;0.67;0.96;1;0.8
bobobox.co.id;0.69;0.96;0.92;0.87
tally-weijl.com;0.62;0.76;0.92;0.87
nightingales.in;0.28;0.58;0.75;0.6
forzafootball.com;0.98;0.94;1;1
julgames.com;0.85;1;0.92;1
superbuy.com.tw;0.89;0.65;1;0.73
haberinioku.com;0.43;0.77;0.92;0.73
matmarco-fitshop.pl;0.96;0.74;0.92;0.8
oasisscan.com;0.93;0.86;0.7;0.93
bvacommerce.com;0.86;0.84;0.82;0.8
alexandrialivingmagazine.com;0.71;0.89;0.82;0.73
verbling.com;0.67;0.74;0.91;0.87
oceanprotocol.com;1;0.98;1;1
ivi.tv;0.46;0.81;0.91;0.8
synoforum.com;0.97;0.89;0.92;1
joshfechter.com;0.98;0.97;1;0.87
otland.net;0.91;0.98;1;1
graphi-star.com;0.87;0.79;0.83;0.93
sugardaddy.com;0.92;0.8;0.92;0.87
telekom.me;0.45;0.69;0.82;0.8
techiediaries.com;0.99;0.95;0.83;0.81
tournify.in;0.95;0.8;0.91;0.93
everydayeyecandy.com;0.87;0.95;0.91;0.93
efootwear.eu;0.82;0.81;0.82;0.93
khateyek.com;0.49;0.82;0.83;0.8
gradeup.co;0.95;0.93;1;0.73
popularmilitary.com;0.62;0.83;0.73;0.73
tag24.de;0.93;0.97;1;1
leaps.org;0.98;0.87;1;0.93
pagro.at;0.4;0.59;0.92;0.87
perperook.ir;0.81;0.91;1;1
themercury.co.za;0.85;0.96;0.75;0.73
ketto.org;0.63;0.88;0.83;0.73
goodiegodmother.com;0.79;0.98;0.92;0.93
adamant.ua;0.99;1;1;1
la-razon.com;0.5;0.74;0.83;0.73
salud.go.cr;0.98;0.89;1;0.93
noterro.com;0.8;0.94;1;0.87
tokeny.pl;0.57;0.7;0.92;0.73
westliberty.edu;0.96;0.99;1;0.73
puporn.com;0.93;0.54;0.75;0.53
pul.af;0.95;0.85;0.92;0.93
daftsex.com;0.99;0.85;1;0.73
anbardeluxe.com;0.58;0.86;0.75;0.8
dainikprabhat.com;0.72;0.71;0.75;0.8
fujix-forum.com;0.51;0.85;0.83;0.8
sleepopolis.com;0.73;0.94;1;0.73
hotelcosmos.ru;0.93;0.56;0.82;0.73
rappler.com;0.47;0.57;0.83;0.8
theelephant.info;0.7;0.75;0.92;0.8
magazinkolik.com;0.87;0.79;1;0.8
petshop.ru;0.52;0.88;1;0.8
banggood.com;0.66;0.52;0.67;0.67
macaupass.com;0.4;0.73;0.9;0.93
ejs.co;0.97;0.83;0.91;0.87
binomo.com;0.85;0.45;0.82;0.93
themorningcontext.com;0.4;0.79;0.92;0.73
snappyliving.com;0.89;0.98;1;1
baqend.com;0.99;0.89;0.91;0.93
freeskins.com;0.72;0.66;0.82;0.67
johnrwood.com;0.72;0.86;0.91;0.73
asian-brides.org;0.85;0.98;1;0.93
blog.jeremylikness.com;0.84;0.96;0.91;0.87
snow-space.com;0.85;0.64;0.92;0.87
connery.dk;0.67;0.87;1;0.8
visualobjects.com;0.93;0.94;0.92;1
sportsport.ba;0.98;0.88;0.92;0.67
godsavethepoints.com;0.97;0.88;0.92;1
intertop.ua;0.81;0.74;0.73;0.87
brice.fr;0.85;0.89;0.92;0.8
longrangehunting.com;0.81;0.9;0.92;0.8
itsenf.com;0.43;0.71;1;0.8
theadminzone.com;0.95;0.89;0.92;0.8
kassioun.org;0.75;0.93;0.91;0.73
essexlive.news;0.77;0.94;0.91;0.73
countryoutfitter.com;0.64;0.89;0.92;0.67
seasidesundays.com;1;0.94;0.92;0.87
aty800.com;0.73;0.79;0.83;0.87
bimehmarketing.com;0.78;0.9;0.75;0.87
pwastats.com;0.99;1;0.9;1
gujaratcricketassociation.com;0.51;0.7;0.83;0.8
surfcaptain.com;0.93;0.83;0.7;0.8
infyom.com;0.88;0.98;1;0.93
oxfammagasinsdumonde.be;0.85;0.76;0.92;0.87
brucelawson.co.uk;0.82;1;0.91;0.87
suunto.com;0.91;0.88;0.83;0.93
dziennik.pl;0.87;0.5;0.83;0.8
dreamlandsdesign.com;0.83;0.85;0.92;0.93
wayalife.com;0.81;0.86;1;0.8
thenortheasttoday.com;0.71;0.87;1;0.73
lifeshouldcostless.com;0.93;0.96;0.92;1
harvestfestival.com;0.97;0.85;0.8;0.93
zoomtanzania.com;0.96;0.83;0.92;0.8
dermoeczanem.com;0.86;0.7;0.92;0.73
clipsal.com;0.52;0.79;0.92;0.53
sozler.im;0.77;0.76;1;1
carhatke.com;0.64;0.81;0.92;0.67
compragamer.com;0.48;0.75;0.9;0.73
1jour1vin.com;0.85;0.82;0.92;1
susu.org;0.78;0.96;1;0.93
bien.hu;0.7;0.84;1;0.87
bookvip.com;0.64;0.73;0.82;0.6
brandsforless.ae;0.75;0.88;0.92;0.87
lidya.info;0.93;0.94;0.92;0.93
therusticelk.com;0.99;0.95;0.92;1
yugenani.me;0.94;0.8;1;0.87
tabloidnyata.com;0.45;0.77;1;0.73
hurify.co;0.66;0.79;0.67;0.8
thefullvolume.com;0.75;0.78;0.67;0.67
addsubtitles.tv;0.66;0.94;0.91;0.87
logaretm.com;0.99;1;1;0.93
hot-india.com;0.72;0.88;0.91;0.93
sportlive.bg;0.67;0.79;0.82;0.67
jobetudiant.net;0.98;0.9;1;0.93
chi-chiamato.com;0.85;0.86;1;0.8
orangelady99.com;0.76;0.67;0.83;0.8
thbfarm.com;0.98;0.89;0.82;0.93
haaretz.com;0.39;0.78;0.92;0.73
astromix.net;0.98;0.75;0.91;0.8
mydmc.online;0.71;0.81;0.92;0.8
nusmods.com;0.89;0.81;0.9;1
criscamp.com.br;0.76;0.85;0.67;0.87
mangaxy.com;0.53;0.81;0.83;0.87
centrecourt.nl;0.85;0.98;1;0.6
independentespanol.com;0.92;0.82;0.83;0.75
maimai.sg;0.82;0.65;0.91;0.93
calculadoras.uno;0.98;0.82;0.91;0.93
teknoviral.com;0.96;0.89;1;0.73
aladd.net;0.61;0.98;1;0.73
gopuff.com;0.35;0.96;1;0.93
rusforum.co.uk;1;0.98;1;1
fantacalcio.it;0.95;0.8;0.91;0.73
reporternewspapers.net;0.83;0.91;0.92;0.87
creaite.com;0.84;0.9;0.89;1
joi.dev;0.98;0.97;1;0.93
bac35.com;0.78;0.59;0.73;0.67
goape.co.uk;0.78;0.97;1;0.87
iamabdus.com;0.96;0.96;1;0.87
eurokangas.fi;0.61;0.73;0.82;0.93
autolikesig.com;0.76;0.79;0.83;0.67
ritekit.com;0.88;0.8;0.73;0.73
kidsgo.de;0.91;0.81;0.91;0.93
muziken.org;1;0.92;0.8;0.88
pornhat.com;0.97;0.68;0.92;0.87
unacademy.com;0.61;0.82;1;0.87
marketrealist.com;0.95;0.98;1;1
bibaleze.si;0.83;0.75;0.82;0.8
entrecourier.com;0.96;0.97;0.92;1
macoblog.com;0.72;0.86;0.67;0.87
camperscaravans.nl;0.79;0.67;0.91;0.73
cryptobits.directory;0.83;0.87;0.8;0.73
blowhorn.com;0.37;0.7;0.91;0.87
marchedufilm.com;0.69;0.94;0.83;0.87
familiesandwork.org;0.5;0.71;0.9;1
swr.de;0.94;0.92;1;0.8
kognitiv.com;0.67;1;0.83;1
jurnalul.ro;0.89;0.56;0.82;0.53
iheart.com;0.66;0.92;0.92;0.73
nevnov.ru;0.67;0.65;0.83;0.8
hyerdev.com;0.82;0.94;1;1
aamuposti.fi;0.68;0.8;0.91;0.67
myswisslife.fr;0.74;0.83;1;0.93
eriereader.com;0.86;0.77;0.8;0.73
holmez.com;0.93;0.77;0.7;0.8
midnight.im;0.89;0.98;1;0.93
trinidadexpress.com;0.65;0.85;0.67;0.67
hochkoenig.at;0.93;0.98;0.91;0.93
holmesplace.de;0.8;0.81;1;0.8
vive.dk;0.87;0.89;0.92;0.93
lynneshop.com;0.72;0.95;0.83;0.53
mangalorevarthe.com;0.56;0.86;0.67;0.73
dmv-test-pro.com;0.97;0.57;0.92;0.67
rosewife.com;0.97;0.87;1;0.87
familia.com.br;0.76;0.86;0.75;0.67
mifiel.com;0.87;0.85;1;0.93
vpsboard.com;0.96;1;1;0.87
beeglivesex.com;0.63;0.88;0.91;0.93
thebrooklynmarketplace.com;0.36;0.81;0.82;0.73
humanevents.com;0.8;0.62;0.92;0.67
uab.gov.tr;0.72;0.88;0.91;0.67
ccitonline.com;0.95;0.86;0.8;0.87
futebol365.pt;0.92;0.94;1;0.73
seadooforum.com;0.77;0.89;0.92;0.87
vc.ru;0.71;0.47;0.83;0.87
frs-syltfaehre.de;0.91;0.78;0.92;0.93
northvolt.com;0.96;0.89;0.64;1
keskusta.fi;0.93;0.89;0.92;0.93
mysorelocal.com;0.7;0.64;0.73;0.87
fansub.tv;0.94;0.98;0.91;0.8
daydot.agency;0.95;0.94;1;1
alibaba.ir;0.55;0.72;1;0.8
mainfin.ru;1;0.87;0.92;0.8
skarbnicanarodowa.pl;0.85;0.97;1;0.93
manabitimes.jp;0.49;0.98;1;0.87
car-seat.org;0.89;0.88;1;0.73
weareimpero.com;0.35;1;1;1
hallo-muenchen.de;0.99;0.96;0.92;0.87
cigarworld.com;0.97;0.91;1;1
pokato.pl;0.65;0.8;0.92;0.8
freestorefoodbank.org;0.69;0.93;1;0.73
starladder.com;0.6;0.84;0.82;0.8
panet.ma;1;1;1;0.8
gezenbilir.com;0.88;0.77;0.92;0.73
animade.tv;0.95;0.87;0.9;1
stellingwerf.nl;0.32;0.79;0.83;0.73
forums.sufficientvelocity.com;0.99;0.98;1;0.87
simplisticallyliving.com;0.94;0.88;0.83;0.93
fleamarketinsiders.com;1;0.96;1;0.93
arteli.com.mx;0.63;0.8;0.91;0.93
elitemate.com;0.76;0.71;0.7;0.67
dujin.org;0.48;0.72;0.82;0.73
kukksi.de;0.89;0.59;0.92;0.87
shaboneh.com;0.9;0.83;0.92;0.93
gdprchecklist.io;0.91;0.81;1;0.93
pimido.com;0.98;0.91;1;1
koctas.com.tr;0.48;0.8;0.83;0.67
sellercrowd.com;0.24;0.82;0.91;0.93
hummel.net;0.76;0.74;0.83;0.87
upflix.pl;0.91;0.95;1;0.93
wicona.com;0.72;0.84;1;0.93
zilingotrade.com;0.79;0.67;0.92;0.73
uol.com.br;0.64;0.7;0.67;0.67
lastmomenttuitions.com;0.5;0.8;0.75;0.87
consultorio.me;0.58;0.61;0.7;0.93
dance-enthusiast.com;0.96;0.8;0.73;0.87
talon.by;0.95;0.91;0.91;0.8
valio.fi;0.9;0.91;0.92;1
wirelesspowerconsortium.com;0.93;0.64;0.82;0.87
answerminer.com;0.9;0.84;0.82;0.87
edreams.com;0.5;0.88;0.75;0.67
marathonsports.com;0.9;0.73;0.83;0.8
vault12.com;0.97;0.76;0.82;0.93
news.winnipeghomefinder.com;0.66;0.87;0.91;0.93
robinson.com;0.87;0.68;0.83;0.93
klebefieber.de;0.94;0.81;1;1
tvfoodmaps.com;0.76;0.88;1;0.8
informburo.kz;0.87;0.85;1;0.73
lexico.com;0.76;0.86;0.92;1
forextradingsetups.com;0.75;0.73;0.82;0.73
mwmc.com;0.77;0.98;1;0.73
jvm.com;0.95;1;1;1
next-gen.biz;0.76;0.97;1;0.87
vasaham.com;0.99;0.9;0.75;0.93
dailyrecord.co.uk;0.65;0.93;0.91;0.73
aniwatch.me;0.78;1;1;0.93
efectoled.com;0.94;0.75;0.75;0.8
lizaypirlanta.com;0.48;0.65;0.83;0.6
wral.com;0.74;0.95;0.92;0.8
amindi.org;0.85;0.78;0.91;0.87
bronco.co.uk;0.99;0.95;1;0.87
tripwireinteractive.com;0.41;0.76;0.8;0.93
rutadirecta.com;0.54;0.83;0.92;0.8
laosnews.gr;0.82;0.63;0.82;0.73
oyunfor.com;0.98;0.7;1;0.87
jamiiforums.com;0.93;0.91;0.83;0.87
cosmohit.ua;0.99;1;1;0.93
rechtslupe.de;0.98;0.88;0.92;0.87
doanassignment.com;0.79;0.81;0.92;0.73
publika.md;0.59;0.51;0.82;0.67
pmc.com;0.91;0.97;0.75;0.87
proprietario-telefono.com;0.91;0.86;1;0.87
ufac4.com;0.63;0.68;0.82;0.8
pult.ru;0.56;0.72;0.83;0.87
crypto-connect.in;0.98;0.84;0.91;0.87
scta-bni.org;0.94;0.88;0.91;1
healthcheckup.com;0.79;0.79;1;0.93
matchtv.ru;0.53;0.98;1;0.8
prototurk.com;0.99;0.77;1;0.8
americanmusical.com;0.73;0.98;1;0.73
cronicajalisco.com;0.64;0.6;0.73;0.6
binbaz.org.sa;0.85;0.6;0.92;0.87
simplifycreateinspire.com;0.99;0.95;0.92;1
travellink.fi;0.53;0.79;0.82;0.67
pleasurements.com;0.88;0.88;0.82;0.87
62info.ru;0.55;0.84;0.91;0.67
app.farhadmarket.com;0.18;0.72;0.91;0.8
theaussieparent.com;0.74;0.97;1;0.8
markethub.gr;0.8;0.87;0.91;0.87
voogueme.com;0.32;0.94;0.91;0.6
kiwi-verlag.de;0.65;0.87;0.92;0.93
dkms.de;0.74;0.65;0.9;1
sooyoos.com;0.99;0.91;1;0.93
oceaninsight.com;0.82;0.92;0.83;0.87
easytrangers.com;0.99;1;0.92;0.87
escapeprogram.ru;0.93;0.78;0.83;0.73
huangxuan.me;0.95;0.7;0.82;0.73
fastighetsagarna.se;0.73;0.6;0.9;1
mahabharti.in;0.89;0.77;0.83;0.93
meine-krankenkasse.de;0.92;0.78;0.91;0.93
europa.co.th;0.6;0.86;0.92;0.6
leogame.com;0.8;0.57;0.83;0.6
oforce.com;0.84;0.92;0.75;0.87
quoteddata.com;0.92;0.93;0.83;0.8
iransote.com;0.83;0.78;1;0.87
gdp.ch;0.94;0.93;0.83;0.87
melbourneutd.com.au;0.61;0.78;0.73;0.8
noovell.com;0.97;0.88;1;0.93
fadada.com;0.76;0.84;0.82;0.73
soupaddict.com;0.8;0.98;0.92;1
zumic.com;0.93;0.57;1;0.8
pulsoslp.com.mx;0.64;0.7;0.75;0.67
ocelotbot.com;0.87;0.81;0.75;0.87
viettablet.com;0.4;0.89;0.75;0.6
nulledteam.com;0.82;0.76;0.92;0.87
asamifoods.com;0.68;0.97;0.91;1
